ACCOUNT,AMOUNT,SOURCE,Fabricated_JE,TYPE,ACCOUNT_DC,D/C,AMOUNT_POSITIF
3127,40423.36,4,0,0,3127_D,D,40423.36
3185,10321.12,7,0,0,3185_D,D,10321.12
2154,42497.03,7,0,0,2154_D,D,42497.03
1109,-42497.03,7,0,0,1109_C,C,42497.03
2243,34237.67,7,0,0,2243_D,D,34237.67
3135,-34237.67,7,0,0,3135_C,C,34237.67
2196,-10321.12,7,0,0,2196_C,C,10321.12
2272,17027.57,3,0,0,2272_D,D,17027.57
3195,-5916.28,3,0,0,3195_C,C,5916.28
2237,-23066.2,3,0,0,2237_C,C,23066.2
1146,-17027.57,3,0,0,1146_C,C,17027.57
3177,23066.2,3,0,0,3177_D,D,23066.2
3109,5916.28,3,0,0,3109_D,D,5916.28
2233,24828.78,4,0,0,2233_D,D,24828.78
2196,48671.29,4,0,0,2196_D,D,48671.29
1165,-17781.08,4,0,0,1165_C,C,17781.08
2245,-48671.29,4,0,0,2245_C,C,48671.29
1106,17781.08,4,0,0,1106_D,D,17781.08
3142,-24828.78,4,0,0,3142_C,C,24828.78
3163,-20074.6,6,0,0,3163_C,C,20074.6
3156,-41476.84,6,0,0,3156_C,C,41476.84
2107,41476.84,6,0,0,2107_D,D,41476.84
2160,20074.6,6,0,0,2160_D,D,20074.6
3104,-12563.63,3,0,0,3104_C,C,12563.63
2164,2480.65,3,0,0,2164_D,D,2480.65
2161,-11508.66,3,0,0,2161_C,C,11508.66
2261,-2480.65,3,0,0,2261_C,C,2480.65
2241,11508.66,3,0,0,2241_D,D,11508.66
1133,12563.63,3,0,0,1133_D,D,12563.63
3202,23381.19,5,0,0,3202_D,D,23381.19
3117,5918.72,5,0,0,3117_D,D,5918.72
2144,-23381.19,5,0,0,2144_C,C,23381.19
3180,-5774.74,5,0,0,3180_C,C,5774.74
2288,5774.74,5,0,0,2288_D,D,5774.74
2139,-5918.72,5,0,0,2139_C,C,5918.72
2294,43248.13,2,0,0,2294_D,D,43248.13
1114,20024.3,2,0,0,1114_D,D,20024.3
2187,-43248.13,2,0,0,2187_C,C,43248.13
1164,-20024.3,2,0,0,1164_C,C,20024.3
3220,33620.04,6,0,0,3220_D,D,33620.04
1126,-35679.66,6,0,0,1126_C,C,35679.66
3116,35679.66,6,0,0,3116_D,D,35679.66
2231,-33620.04,6,0,0,2231_C,C,33620.04
1185,41220.42,2,0,0,1185_D,D,41220.42
1123,-41220.42,2,0,0,1123_C,C,41220.42
3166,36448.86,7,0,0,3166_D,D,36448.86
1142,1675.74,7,0,0,1142_D,D,1675.74
2127,-1675.74,7,0,0,2127_C,C,1675.74
3145,-36448.86,7,0,0,3145_C,C,36448.86
3193,27197.41,5,0,0,3193_D,D,27197.41
3111,-28313.86,5,0,0,3111_C,C,28313.86
1158,28313.86,5,0,0,1158_D,D,28313.86
2136,-27197.41,5,0,0,2136_C,C,27197.41
3145,-6441.01,2,0,0,3145_C,C,6441.01
1171,28727.1,2,0,0,1171_D,D,28727.1
1128,-27121.86,2,0,0,1128_C,C,27121.86
2284,6441.01,2,0,0,2284_D,D,6441.01
2273,-28727.1,2,0,0,2273_C,C,28727.1
2157,27121.86,2,0,0,2157_D,D,27121.86
2121,45434.61,5,0,0,2121_D,D,45434.61
1132,1001.09,5,0,0,1132_D,D,1001.09
1140,-45434.61,5,0,0,1140_C,C,45434.61
2123,-1001.09,5,0,0,2123_C,C,1001.09
2135,13429.88,7,0,0,2135_D,D,13429.88
2290,8409.91,7,0,0,2290_D,D,8409.91
2144,-49413.9,7,0,0,2144_C,C,49413.9
1198,-13429.88,7,0,0,1198_C,C,13429.88
2245,-8409.91,7,0,0,2245_C,C,8409.91
3153,49413.9,7,0,0,3153_D,D,49413.9
2257,3196.54,6,0,0,2257_D,D,3196.54
3138,-38538.21,6,0,0,3138_C,C,38538.21
2126,38538.21,6,0,0,2126_D,D,38538.21
1164,-2300.98,6,0,0,1164_C,C,2300.98
3226,-3196.54,6,0,0,3226_C,C,3196.54
2261,2300.98,6,0,0,2261_D,D,2300.98
1190,-25481.27,5,0,0,1190_C,C,25481.27
2265,48178.07,5,0,0,2265_D,D,48178.07
2116,25481.27,5,0,0,2116_D,D,25481.27
1184,-48178.07,5,0,0,1184_C,C,48178.07
2233,-40663.77,6,0,0,2233_C,C,40663.77
2238,40663.77,6,0,0,2238_D,D,40663.77
2175,-38760.94,6,0,0,2175_C,C,38760.94
3112,38760.94,6,0,0,3112_D,D,38760.94
2216,-9032.47,3,0,0,2216_C,C,9032.47
3158,9032.47,3,0,0,3158_D,D,9032.47
3174,-22303.16,2,0,0,3174_C,C,22303.16
1150,-10802.01,2,0,0,1150_C,C,10802.01
1170,-44951.05,2,0,0,1170_C,C,44951.05
3168,22303.16,2,0,0,3168_D,D,22303.16
2237,10802.01,2,0,0,2237_D,D,10802.01
2279,44951.05,2,0,0,2279_D,D,44951.05
2193,40286.39,2,0,0,2193_D,D,40286.39
2205,-43058.89,2,0,0,2205_C,C,43058.89
2226,-40286.39,2,0,0,2226_C,C,40286.39
2141,43058.89,2,0,0,2141_D,D,43058.89
1102,29981.2,3,0,0,1102_D,D,29981.2
1126,-29981.2,3,0,0,1126_C,C,29981.2
3225,19032.56,3,0,0,3225_D,D,19032.56
3206,-19032.56,3,0,0,3206_C,C,19032.56
2221,-36077.97,4,0,0,2221_C,C,36077.97
1194,-31283.13,4,0,0,1194_C,C,31283.13
1196,31283.13,4,0,0,1196_D,D,31283.13
1125,36077.97,4,0,0,1125_D,D,36077.97
3156,35241.16,4,0,0,3156_D,D,35241.16
3123,-35241.16,4,0,0,3123_C,C,35241.16
3196,-40263.31,4,0,0,3196_C,C,40263.31
3114,40263.31,4,0,0,3114_D,D,40263.31
1165,48659.54,1,0,0,1165_D,D,48659.54
1154,21599.61,1,0,0,1154_D,D,21599.61
3111,-48659.54,1,0,0,3111_C,C,48659.54
1191,10165.63,1,0,0,1191_D,D,10165.63
1141,-21599.61,1,0,0,1141_C,C,21599.61
2132,-10165.63,1,0,0,2132_C,C,10165.63
3227,48862.6,5,0,0,3227_D,D,48862.6
1183,15116.5,5,0,0,1183_D,D,15116.5
2157,-15116.5,5,0,0,2157_C,C,15116.5
3168,-48862.6,5,0,0,3168_C,C,48862.6
2122,11770.72,2,0,0,2122_D,D,11770.72
2114,-11770.72,2,0,0,2114_C,C,11770.72
3164,-48672.03,4,0,0,3164_C,C,48672.03
1121,37871.86,4,0,0,1121_D,D,37871.86
1196,48672.03,4,0,0,1196_D,D,48672.03
2280,-37871.86,4,0,0,2280_C,C,37871.86
1121,-27737.38,6,0,0,1121_C,C,27737.38
2126,7173.96,6,0,0,2126_D,D,7173.96
2286,3413.05,6,0,0,2286_D,D,3413.05
2217,-7173.96,6,0,0,2217_C,C,7173.96
2256,27737.38,6,0,0,2256_D,D,27737.38
1166,-3413.05,6,0,0,1166_C,C,3413.05
3193,41757.01,3,0,0,3193_D,D,41757.01
3222,-41757.01,3,0,0,3222_C,C,41757.01
3138,-14368.38,4,0,0,3138_C,C,14368.38
2218,14368.38,4,0,0,2218_D,D,14368.38
3154,-36648.92,4,0,0,3154_C,C,36648.92
2130,6789.27,4,0,0,2130_D,D,6789.27
1180,-6789.27,4,0,0,1180_C,C,6789.27
2112,36648.92,4,0,0,2112_D,D,36648.92
2225,-34691.7,6,0,0,2225_C,C,34691.7
2138,34691.7,6,0,0,2138_D,D,34691.7
2271,3582.67,6,0,0,2271_D,D,3582.67
1137,-3582.67,6,0,0,1137_C,C,3582.67
2167,30521.97,1,0,0,2167_D,D,30521.97
2233,28495.67,1,0,0,2233_D,D,28495.67
1146,-30521.97,1,0,0,1146_C,C,30521.97
3125,-28495.67,1,0,0,3125_C,C,28495.67
3213,-38933.13,7,0,0,3213_C,C,38933.13
1154,36821.73,7,0,0,1154_D,D,36821.73
2207,-16770.41,7,0,0,2207_C,C,16770.41
2264,-36821.73,7,0,0,2264_C,C,36821.73
3154,38933.13,7,0,0,3154_D,D,38933.13
2281,16770.41,7,0,0,2281_D,D,16770.41
2271,32694.99,1,0,0,2271_D,D,32694.99
2257,7280.08,1,0,0,2257_D,D,7280.08
2148,-32694.99,1,0,0,2148_C,C,32694.99
2268,-7280.08,1,0,0,2268_C,C,7280.08
3209,1585.35,7,0,0,3209_D,D,1585.35
2291,-1585.35,7,0,0,2291_C,C,1585.35
2193,42388.78,1,0,0,2193_D,D,42388.78
2239,6953.07,1,0,0,2239_D,D,6953.07
1171,-6953.07,1,0,0,1171_C,C,6953.07
1147,9530.2,1,0,0,1147_D,D,9530.2
2194,-9530.2,1,0,0,2194_C,C,9530.2
2244,-42388.78,1,0,0,2244_C,C,42388.78
2151,-46477.65,3,0,0,2151_C,C,46477.65
2191,46477.65,3,0,0,2191_D,D,46477.65
3109,46120.01,3,0,0,3109_D,D,46120.01
3121,-46120.01,3,0,0,3121_C,C,46120.01
3132,-28632.2,2,0,0,3132_C,C,28632.2
3159,28632.2,2,0,0,3159_D,D,28632.2
2100,7555.38,7,0,0,2100_D,D,7555.38
3127,-7555.38,7,0,0,3127_C,C,7555.38
3215,-41634.94,3,0,0,3215_C,C,41634.94
1188,3493.6,3,0,0,1188_D,D,3493.6
3136,25449.12,3,0,0,3136_D,D,25449.12
2282,41634.94,3,0,0,2282_D,D,41634.94
2249,-25449.12,3,0,0,2249_C,C,25449.12
1174,-3493.6,3,0,0,1174_C,C,3493.6
2270,-28280.58,5,0,0,2270_C,C,28280.58
3214,28280.58,5,0,0,3214_D,D,28280.58
2236,39827.58,5,0,0,2236_D,D,39827.58
1105,-39827.58,5,0,0,1105_C,C,39827.58
1164,4987.57,1,0,0,1164_D,D,4987.57
3170,-4987.57,1,0,0,3170_C,C,4987.57
2101,39089.11,1,0,0,2101_D,D,39089.11
1108,-39089.11,1,0,0,1108_C,C,39089.11
1166,-16645.14,4,0,0,1166_C,C,16645.14
2289,11950.31,4,0,0,2289_D,D,11950.31
3130,-11950.31,4,0,0,3130_C,C,11950.31
2244,16645.14,4,0,0,2244_D,D,16645.14
2153,-15106.92,6,0,0,2153_C,C,15106.92
2177,15106.92,6,0,0,2177_D,D,15106.92
2122,18483.92,4,0,0,2122_D,D,18483.92
1175,-18483.92,4,0,0,1175_C,C,18483.92
2185,22895.43,6,0,0,2185_D,D,22895.43
2141,32081.01,6,0,0,2141_D,D,32081.01
2190,-43085.5,6,0,0,2190_C,C,43085.5
3114,-32081.01,6,0,0,3114_C,C,32081.01
3182,-22895.43,6,0,0,3182_C,C,22895.43
2143,43085.5,6,0,0,2143_D,D,43085.5
2227,16243.19,7,0,0,2227_D,D,16243.19
1164,-39319.97,7,0,0,1164_C,C,39319.97
3162,16419.73,7,0,0,3162_D,D,16419.73
3200,39319.97,7,0,0,3200_D,D,39319.97
1153,-16419.73,7,0,0,1153_C,C,16419.73
2112,-16243.19,7,0,0,2112_C,C,16243.19
3210,-44632.05,5,0,0,3210_C,C,44632.05
1124,-33062.07,5,0,0,1124_C,C,33062.07
3100,44632.05,5,0,0,3100_D,D,44632.05
3129,33062.07,5,0,0,3129_D,D,33062.07
1142,-40916.2,5,0,0,1142_C,C,40916.2
1176,40916.2,5,0,0,1176_D,D,40916.2
3114,-36957.41,3,0,0,3114_C,C,36957.41
2267,29928.15,3,0,0,2267_D,D,29928.15
3137,-29928.15,3,0,0,3137_C,C,29928.15
2119,-17881.66,3,0,0,2119_C,C,17881.66
1147,36957.41,3,0,0,1147_D,D,36957.41
2245,17881.66,3,0,0,2245_D,D,17881.66
1174,-44153.1,4,0,0,1174_C,C,44153.1
1138,44153.1,4,0,0,1138_D,D,44153.1
1129,-6046.45,4,0,0,1129_C,C,6046.45
1104,17317.47,4,0,0,1104_D,D,17317.47
1121,-17317.47,4,0,0,1121_C,C,17317.47
3215,6046.45,4,0,0,3215_D,D,6046.45
2179,34251.84,6,0,0,2179_D,D,34251.84
3219,-34251.84,6,0,0,3219_C,C,34251.84
2239,24907.53,7,0,0,2239_D,D,24907.53
2247,-21546.79,7,0,0,2247_C,C,21546.79
3100,7377.9,7,0,0,3100_D,D,7377.9
3142,-7377.9,7,0,0,3142_C,C,7377.9
2183,21546.79,7,0,0,2183_D,D,21546.79
2142,-24907.53,7,0,0,2142_C,C,24907.53
3221,24995.84,1,0,0,3221_D,D,24995.84
3208,-24995.84,1,0,0,3208_C,C,24995.84
1198,13343.55,1,0,0,1198_D,D,13343.55
2190,-13343.55,1,0,0,2190_C,C,13343.55
2166,-13927.46,1,0,0,2166_C,C,13927.46
2232,13927.46,1,0,0,2232_D,D,13927.46
3139,22463.27,6,0,0,3139_D,D,22463.27
2172,-49527.87,6,0,0,2172_C,C,49527.87
1186,49527.87,6,0,0,1186_D,D,49527.87
3167,-22463.27,6,0,0,3167_C,C,22463.27
2167,14007.81,6,0,0,2167_D,D,14007.81
3178,-14007.81,6,0,0,3178_C,C,14007.81
2256,29992.73,6,0,0,2256_D,D,29992.73
2296,-29992.73,6,0,0,2296_C,C,29992.73
1172,48368.53,1,0,0,1172_D,D,48368.53
1178,28492.64,1,0,0,1178_D,D,28492.64
3219,-33141.04,1,0,0,3219_C,C,33141.04
3140,-48368.53,1,0,0,3140_C,C,48368.53
3215,-28492.64,1,0,0,3215_C,C,28492.64
2221,33141.04,1,0,0,2221_D,D,33141.04
2251,-2305.24,5,0,0,2251_C,C,2305.24
1153,2305.24,5,0,0,1153_D,D,2305.24
2278,46213.48,3,0,0,2278_D,D,46213.48
2290,-46213.48,3,0,0,2290_C,C,46213.48
3113,-27371.99,3,0,0,3113_C,C,27371.99
3210,-10677.05,3,0,0,3210_C,C,10677.05
2128,27371.99,3,0,0,2128_D,D,27371.99
3227,10677.05,3,0,0,3227_D,D,10677.05
1142,20051.21,7,0,0,1142_D,D,20051.21
2238,-20051.21,7,0,0,2238_C,C,20051.21
1126,-37278.6,6,0,0,1126_C,C,37278.6
1112,-38770.37,6,0,0,1112_C,C,38770.37
1131,26877.36,6,0,0,1131_D,D,26877.36
2198,-26877.36,6,0,0,2198_C,C,26877.36
1157,37278.6,6,0,0,1157_D,D,37278.6
1180,38770.37,6,0,0,1180_D,D,38770.37
1174,49125.31,6,0,0,1174_D,D,49125.31
1185,-49125.31,6,0,0,1185_C,C,49125.31
2237,-33008.48,3,0,0,2237_C,C,33008.48
1195,11059.69,3,0,0,1195_D,D,11059.69
2292,33008.48,3,0,0,2292_D,D,33008.48
2240,-11059.69,3,0,0,2240_C,C,11059.69
2191,-40445.8,3,0,0,2191_C,C,40445.8
2191,40445.8,3,0,0,2191_D,D,40445.8
2284,-22973.9,7,0,0,2284_C,C,22973.9
3187,17527.11,7,0,0,3187_D,D,17527.11
2239,18974.48,7,0,0,2239_D,D,18974.48
2129,22973.9,7,0,0,2129_D,D,22973.9
1148,-17527.11,7,0,0,1148_C,C,17527.11
2264,-18974.48,7,0,0,2264_C,C,18974.48
2222,14003.17,3,0,0,2222_D,D,14003.17
3196,-14003.17,3,0,0,3196_C,C,14003.17
2213,8566.63,4,0,0,2213_D,D,8566.63
2158,40445.63,4,0,0,2158_D,D,40445.63
2104,-8566.63,4,0,0,2104_C,C,8566.63
3138,-40445.63,4,0,0,3138_C,C,40445.63
3120,-9872.6,2,0,0,3120_C,C,9872.6
2192,9872.6,2,0,0,2192_D,D,9872.6
2244,14890.17,2,0,0,2244_D,D,14890.17
3108,-14890.17,2,0,0,3108_C,C,14890.17
2162,2791.51,6,0,0,2162_D,D,2791.51
3162,-2791.51,6,0,0,3162_C,C,2791.51
2276,-49529.45,6,0,0,2276_C,C,49529.45
1120,49529.45,6,0,0,1120_D,D,49529.45
2209,15161.44,5,0,0,2209_D,D,15161.44
2107,-15161.44,5,0,0,2107_C,C,15161.44
3167,15563.63,1,0,0,3167_D,D,15563.63
3201,-15563.63,1,0,0,3201_C,C,15563.63
1136,18722.84,2,0,0,1136_D,D,18722.84
2178,42182.92,2,0,0,2178_D,D,42182.92
2129,-18722.84,2,0,0,2129_C,C,18722.84
2156,-42182.92,2,0,0,2156_C,C,42182.92
2142,-17432.63,2,0,0,2142_C,C,17432.63
1150,1975.88,2,0,0,1150_D,D,1975.88
3124,17432.63,2,0,0,3124_D,D,17432.63
3131,39627.46,2,0,0,3131_D,D,39627.46
2251,-1975.88,2,0,0,2251_C,C,1975.88
1120,-39627.46,2,0,0,1120_C,C,39627.46
1101,15574.16,1,0,0,1101_D,D,15574.16
2269,-17830.77,1,0,0,2269_C,C,17830.77
3126,-15574.16,1,0,0,3126_C,C,15574.16
1173,17830.77,1,0,0,1173_D,D,17830.77
3151,7408.59,1,0,0,3151_D,D,7408.59
2116,-7408.59,1,0,0,2116_C,C,7408.59
2141,-41880.24,7,0,0,2141_C,C,41880.24
3170,41880.24,7,0,0,3170_D,D,41880.24
3215,-1993.98,7,0,0,3215_C,C,1993.98
1190,1993.98,7,0,0,1190_D,D,1993.98
1176,23636.2,7,0,0,1176_D,D,23636.2
2124,-23636.2,7,0,0,2124_C,C,23636.2
1146,29808.27,7,0,0,1146_D,D,29808.27
3197,-29808.27,7,0,0,3197_C,C,29808.27
2287,37348.51,2,0,0,2287_D,D,37348.51
2134,-37348.51,2,0,0,2134_C,C,37348.51
3160,-3784.0,5,0,0,3160_C,C,3784.0
2139,3784.0,5,0,0,2139_D,D,3784.0
3132,49066.59,4,0,0,3132_D,D,49066.59
1114,-49066.59,4,0,0,1114_C,C,49066.59
2290,-27976.33,1,0,0,2290_C,C,27976.33
2160,-7687.17,1,0,0,2160_C,C,7687.17
2171,27976.33,1,0,0,2171_D,D,27976.33
1190,-19225.92,1,0,0,1190_C,C,19225.92
3153,19225.92,1,0,0,3153_D,D,19225.92
1188,7687.17,1,0,0,1188_D,D,7687.17
2181,10009.85,3,0,0,2181_D,D,10009.85
2258,-41461.71,3,0,0,2258_C,C,41461.71
2292,41461.71,3,0,0,2292_D,D,41461.71
1141,-10009.85,3,0,0,1141_C,C,10009.85
1163,-35641.23,3,0,0,1163_C,C,35641.23
3190,35641.23,3,0,0,3190_D,D,35641.23
2209,28520.09,5,0,0,2209_D,D,28520.09
3102,45223.61,5,0,0,3102_D,D,45223.61
2123,30537.77,5,0,0,2123_D,D,30537.77
3224,-28520.09,5,0,0,3224_C,C,28520.09
2193,-30537.77,5,0,0,2193_C,C,30537.77
3112,-45223.61,5,0,0,3112_C,C,45223.61
2212,-20355.51,5,0,0,2212_C,C,20355.51
2113,20355.51,5,0,0,2113_D,D,20355.51
2268,16669.33,5,0,0,2268_D,D,16669.33
1157,-16669.33,5,0,0,1157_C,C,16669.33
2258,-20777.31,1,0,0,2258_C,C,20777.31
3135,20777.31,1,0,0,3135_D,D,20777.31
2205,-13815.06,1,0,0,2205_C,C,13815.06
3123,13815.06,1,0,0,3123_D,D,13815.06
1124,12229.13,1,0,0,1124_D,D,12229.13
2184,-27289.78,1,0,0,2184_C,C,27289.78
1185,-12229.13,1,0,0,1185_C,C,12229.13
2201,27289.78,1,0,0,2201_D,D,27289.78
2158,-44504.48,4,0,0,2158_C,C,44504.48
2282,44504.48,4,0,0,2282_D,D,44504.48
1139,-33921.89,4,0,0,1139_C,C,33921.89
3113,-12326.17,4,0,0,3113_C,C,12326.17
3162,12326.17,4,0,0,3162_D,D,12326.17
3221,33921.89,4,0,0,3221_D,D,33921.89
2141,-12534.94,4,0,0,2141_C,C,12534.94
1154,12534.94,4,0,0,1154_D,D,12534.94
1138,47145.49,6,0,0,1138_D,D,47145.49
1153,-47145.49,6,0,0,1153_C,C,47145.49
3151,-14269.16,4,0,0,3151_C,C,14269.16
2204,14269.16,4,0,0,2204_D,D,14269.16
1114,26708.32,3,0,0,1114_D,D,26708.32
2184,-26708.32,3,0,0,2184_C,C,26708.32
2141,-19718.25,3,0,0,2141_C,C,19718.25
3114,-33335.09,3,0,0,3114_C,C,33335.09
2126,19718.25,3,0,0,2126_D,D,19718.25
2222,33335.09,3,0,0,2222_D,D,33335.09
2110,9480.45,1,0,0,2110_D,D,9480.45
2284,-49751.7,1,0,0,2284_C,C,49751.7
1129,23901.4,1,0,0,1129_D,D,23901.4
2164,49751.7,1,0,0,2164_D,D,49751.7
2175,-9480.45,1,0,0,2175_C,C,9480.45
3162,-23901.4,1,0,0,3162_C,C,23901.4
2259,13753.67,7,0,0,2259_D,D,13753.67
1105,-45603.65,7,0,0,1105_C,C,45603.65
2186,-26211.11,7,0,0,2186_C,C,26211.11
3222,45603.65,7,0,0,3222_D,D,45603.65
2119,26211.11,7,0,0,2119_D,D,26211.11
3188,-13753.67,7,0,0,3188_C,C,13753.67
1133,22021.19,3,0,0,1133_D,D,22021.19
3189,49389.45,3,0,0,3189_D,D,49389.45
1152,25402.04,3,0,0,1152_D,D,25402.04
3150,-49389.45,3,0,0,3150_C,C,49389.45
1130,-25402.04,3,0,0,1130_C,C,25402.04
3189,-22021.19,3,0,0,3189_C,C,22021.19
2277,-19703.89,2,0,0,2277_C,C,19703.89
2280,7973.77,2,0,0,2280_D,D,7973.77
1133,19703.89,2,0,0,1133_D,D,19703.89
3216,-14744.02,2,0,0,3216_C,C,14744.02
3106,-7973.77,2,0,0,3106_C,C,7973.77
2256,14744.02,2,0,0,2256_D,D,14744.02
2127,43396.63,2,0,0,2127_D,D,43396.63
2205,-43396.63,2,0,0,2205_C,C,43396.63
2117,-21644.42,2,0,0,2117_C,C,21644.42
1167,21644.42,2,0,0,1167_D,D,21644.42
2246,21459.14,2,0,0,2246_D,D,21459.14
3132,-21459.14,2,0,0,3132_C,C,21459.14
2137,-39331.73,3,0,0,2137_C,C,39331.73
1140,-41518.49,3,0,0,1140_C,C,41518.49
1137,41518.49,3,0,0,1137_D,D,41518.49
2113,39331.73,3,0,0,2113_D,D,39331.73
1112,-41818.57,7,0,0,1112_C,C,41818.57
1104,29227.11,7,0,0,1104_D,D,29227.11
2265,-29227.11,7,0,0,2265_C,C,29227.11
2234,41818.57,7,0,0,2234_D,D,41818.57
2176,9913.66,4,0,0,2176_D,D,9913.66
3137,-9913.66,4,0,0,3137_C,C,9913.66
1168,4770.6,4,0,0,1168_D,D,4770.6
2213,-4770.6,4,0,0,2213_C,C,4770.6
1151,-24687.5,4,0,0,1151_C,C,24687.5
2147,24687.5,4,0,0,2147_D,D,24687.5
1175,13758.85,1,0,0,1175_D,D,13758.85
3188,-13758.85,1,0,0,3188_C,C,13758.85
2217,-15289.94,1,0,0,2217_C,C,15289.94
2221,30025.93,1,0,0,2221_D,D,30025.93
3109,-30025.93,1,0,0,3109_C,C,30025.93
2128,15289.94,1,0,0,2128_D,D,15289.94
2227,42830.5,3,0,0,2227_D,D,42830.5
2211,1190.97,3,0,0,2211_D,D,1190.97
3125,-42830.5,3,0,0,3125_C,C,42830.5
2253,-47581.29,3,0,0,2253_C,C,47581.29
1171,-1190.97,3,0,0,1171_C,C,1190.97
2289,47581.29,3,0,0,2289_D,D,47581.29
2161,38523.51,5,0,0,2161_D,D,38523.51
3196,-10571.68,5,0,0,3196_C,C,10571.68
1126,-38523.51,5,0,0,1126_C,C,38523.51
3108,10571.68,5,0,0,3108_D,D,10571.68
2215,-19052.32,5,0,0,2215_C,C,19052.32
2124,19052.32,5,0,0,2124_D,D,19052.32
2220,-7188.35,3,0,0,2220_C,C,7188.35
3192,7188.35,3,0,0,3192_D,D,7188.35
2128,26964.48,3,0,0,2128_D,D,26964.48
2227,-26964.48,3,0,0,2227_C,C,26964.48
1122,35885.06,3,0,0,1122_D,D,35885.06
1193,-35885.06,3,0,0,1193_C,C,35885.06
1103,30082.87,1,0,0,1103_D,D,30082.87
3104,-30082.87,1,0,0,3104_C,C,30082.87
2190,-32696.6,7,0,0,2190_C,C,32696.6
2258,32696.6,7,0,0,2258_D,D,32696.6
2120,-12561.34,2,0,0,2120_C,C,12561.34
2103,12561.34,2,0,0,2103_D,D,12561.34
2202,21688.9,2,0,0,2202_D,D,21688.9
2161,-38645.5,2,0,0,2161_C,C,38645.5
3178,-21688.9,2,0,0,3178_C,C,21688.9
1115,22947.71,2,0,0,1115_D,D,22947.71
2208,38645.5,2,0,0,2208_D,D,38645.5
2280,-22947.71,2,0,0,2280_C,C,22947.71
3131,-23056.68,5,0,0,3131_C,C,23056.68
3168,23056.68,5,0,0,3168_D,D,23056.68
2259,-25519.84,4,0,0,2259_C,C,25519.84
2189,-46303.93,4,0,0,2189_C,C,46303.93
3213,-37752.51,4,0,0,3213_C,C,37752.51
3222,46303.93,4,0,0,3222_D,D,46303.93
3141,37752.51,4,0,0,3141_D,D,37752.51
2172,25519.84,4,0,0,2172_D,D,25519.84
1117,24564.98,7,0,0,1117_D,D,24564.98
2249,-24564.98,7,0,0,2249_C,C,24564.98
1111,8212.75,7,0,0,1111_D,D,8212.75
3129,-8212.75,7,0,0,3129_C,C,8212.75
2128,20401.39,4,0,0,2128_D,D,20401.39
1179,-40670.85,4,0,0,1179_C,C,40670.85
3112,44614.98,4,0,0,3112_D,D,44614.98
2152,-20401.39,4,0,0,2152_C,C,20401.39
2114,40670.85,4,0,0,2114_D,D,40670.85
3144,-44614.98,4,0,0,3144_C,C,44614.98
2250,-34414.32,4,0,0,2250_C,C,34414.32
2159,-16631.5,4,0,0,2159_C,C,16631.5
3145,34414.32,4,0,0,3145_D,D,34414.32
1126,-37232.3,4,0,0,1126_C,C,37232.3
2286,16631.5,4,0,0,2286_D,D,16631.5
2259,37232.3,4,0,0,2259_D,D,37232.3
3134,23773.75,4,0,0,3134_D,D,23773.75
1141,-29320.58,4,0,0,1141_C,C,29320.58
2126,-39502.4,4,0,0,2126_C,C,39502.4
1184,29320.58,4,0,0,1184_D,D,29320.58
3101,39502.4,4,0,0,3101_D,D,39502.4
3145,-23773.75,4,0,0,3145_C,C,23773.75
2108,-18291.79,4,0,0,2108_C,C,18291.79
2294,43632.28,4,0,0,2294_D,D,43632.28
2245,18291.79,4,0,0,2245_D,D,18291.79
2143,-43632.28,4,0,0,2143_C,C,43632.28
3163,-31415.37,5,0,0,3163_C,C,31415.37
1182,-17528.56,5,0,0,1182_C,C,17528.56
2280,17528.56,5,0,0,2280_D,D,17528.56
1129,-35873.95,5,0,0,1129_C,C,35873.95
2220,31415.37,5,0,0,2220_D,D,31415.37
2248,35873.95,5,0,0,2248_D,D,35873.95
2124,-42089.47,5,0,0,2124_C,C,42089.47
3105,-6452.8,5,0,0,3105_C,C,6452.8
3110,42089.47,5,0,0,3110_D,D,42089.47
2267,6452.8,5,0,0,2267_D,D,6452.8
2182,31779.4,4,0,0,2182_D,D,31779.4
3146,-31779.4,4,0,0,3146_C,C,31779.4
3164,-47420.43,7,0,0,3164_C,C,47420.43
2272,47420.43,7,0,0,2272_D,D,47420.43
2279,-31120.99,7,0,0,2279_C,C,31120.99
2203,31120.99,7,0,0,2203_D,D,31120.99
1110,34762.66,3,0,0,1110_D,D,34762.66
3167,-34762.66,3,0,0,3167_C,C,34762.66
1165,-23372.74,5,0,0,1165_C,C,23372.74
2138,19737.84,5,0,0,2138_D,D,19737.84
2143,32403.88,5,0,0,2143_D,D,32403.88
2285,-19737.84,5,0,0,2285_C,C,19737.84
2164,-32403.88,5,0,0,2164_C,C,32403.88
3211,23372.74,5,0,0,3211_D,D,23372.74
2266,-31492.78,4,0,0,2266_C,C,31492.78
2228,31492.78,4,0,0,2228_D,D,31492.78
1130,46510.09,4,0,0,1130_D,D,46510.09
2168,-46510.09,4,0,0,2168_C,C,46510.09
2240,-24704.0,6,0,0,2240_C,C,24704.0
2218,-22424.43,6,0,0,2218_C,C,22424.43
1128,24704.0,6,0,0,1128_D,D,24704.0
1145,22424.43,6,0,0,1145_D,D,22424.43
3178,25505.45,3,0,0,3178_D,D,25505.45
3211,-25505.45,3,0,0,3211_C,C,25505.45
